,Genome ID,Organism code,Organism name,Assembly
4843,T01696,cda,Corynebacterium diphtheriae HC04,GCA_000255195.1
4844,T01697,cdz,Corynebacterium diphtheriae 31A,GCA_000241875.1
4845,T01698,cdb,Corynebacterium diphtheriae BH8,GCA_000241935.1
4846,T01699,cds,Corynebacterium diphtheriae C7 (beta),GCA_000255175.1
4847,T01700,cdd,Corynebacterium diphtheriae CDCE 8392,GCA_000255215.1
4848,T01701,cdw,Corynebacterium diphtheriae PW8,GCA_000255275.1
4849,T01702,cdv,Corynebacterium diphtheriae VA01,GCA_000255255.1
4850,T04861,cdip,Corynebacterium diphtheriae NCTC11397,GCA_001457455.1
4851,T00255,cjk,Corynebacterium jeikeium,GCA_000006605.1
4852,T00685,cur,Corynebacterium urealyticum DSM 7109,GCA_000069945.1
4853,T02457,cua,Corynebacterium urealyticum DSM 7111,GCA_000338095.1
4854,T00887,car,Corynebacterium aurimucosum,GCA_000022905.1
4855,T00896,ckp,Corynebacterium kroppenstedtii,GCA_000023145.1
4856,T01277,cpu,Corynebacterium pseudotuberculosis FRC41,GCA_000143705.2
4857,T01689,cpl,Corynebacterium pseudotuberculosis 3/99-5,GCA_000241855.1
4858,T01753,cpg,Corynebacterium pseudotuberculosis 316,GCA_000248375.2
4859,T01771,cpp,Corynebacterium pseudotuberculosis P54B96,GCA_000255935.1
4860,T01876,cpk,Corynebacterium pseudotuberculosis 1002,GCA_000144935.3
4861,T01877,cpq,Corynebacterium pseudotuberculosis C231,GCA_000144675.2
4862,T01878,cpx,Corynebacterium pseudotuberculosis I19,GCA_000152065.3
4863,T01879,cpz,Corynebacterium pseudotuberculosis PAT10,GCA_000221625.1
4864,T01934,cor,Corynebacterium pseudotuberculosis 267,GCA_000258385.1
4865,T02029,cop,Corynebacterium pseudotuberculosis 31,GCA_000259155.4
4866,T02052,cod,Corynebacterium pseudotuberculosis 1/06-A,GCA_000233735.1
4867,T02053,cos,Corynebacterium pseudotuberculosis 42/02-A,GCA_000227175.1
4868,T02054,coi,Corynebacterium pseudotuberculosis CIP 52.97,GCA_000227605.3
4869,T02118,coe,Corynebacterium pseudotuberculosis 258,GCA_000263755.3
4870,T02154,cou,Corynebacterium pseudotuberculosis Cp162,GCA_000265545.3
4871,T03482,cpse,Corynebacterium pseudotuberculosis 48252,GCA_000730365.1
4872,T03483,cpsu,Corynebacterium pseudotuberculosis CS_10,GCA_000730405.1
4873,T03484,cpsf,Corynebacterium pseudotuberculosis Ft_2193/67,GCA_000730445.1
4874,T01538,crd,Corynebacterium resistens,GCA_000177535.2
4875,T01549,cul,Corynebacterium ulcerans BR-AD22,GCA_000215665.1
4876,T01880,cuc,Corynebacterium ulcerans 809,GCA_000215645.1
4877,T02171,cue,Corynebacterium ulcerans 0102,GCA_000306825.1
4878,T03406,cun,Corynebacterium ulcerans 210932,GCA_000767415.1
4879,T03408,cus,Corynebacterium ulcerans FRC11,GCA_000767685.1
4880,T03414,cuq,Corynebacterium ulcerans 210931,GCA_000767645.1
4881,T03420,cuz,Corynebacterium ulcerans 05146,GCA_000769635.1
4882,T03899,cuj,Corynebacterium ulcerans 131002,GCA_000968945.1
4883,T01594,cva,Corynebacterium variabile,GCA_000179395.2
4884,T02472,chn,Corynebacterium halotolerans,GCA_000341345.1
4885,T02507,ccn,Corynebacterium callunae,GCA_000344785.1
4886,T02714,cter,Corynebacterium terpenotabidum,GCA_000418365.1
4887,T02784,cmd,Corynebacterium maris,GCA_000442645.1
4888,T02821,caz,Corynebacterium argentoratense,GCA_000590555.1
4889,T03037,cfn,Corynebacterium falsenii,GCA_000525655.1
4890,T03041,ccg,Corynebacterium casei,GCA_000550785.1
4891,T03042,cvt,Corynebacterium vitaeruminis,GCA_000550805.1
4892,T03073,cgy,Corynebacterium glyciniphilum,GCA_000626675.1
4893,T03227,cax,Corynebacterium atypicum,GCA_000732945.1
4894,T03237,cii,Corynebacterium imitans,GCA_000739455.1
4895,T03241,cuv,Corynebacterium ureicelerivorans,GCA_000747315.1
4896,T03283,coa,Corynebacterium sp. ATCC 6931,GCA_000755185.1
4897,T03413,cdo,Corynebacterium doosanense,GCA_000767055.1
4898,T03576,chm,Corynebacterium humireducens,GCA_000819445.1
4899,T03630,csx,Corynebacterium singulare,GCA_000833575.1
4900,T03633,cmq,Corynebacterium marinum,GCA_000835165.1
4901,T03866,cku,Corynebacterium kutscheri,GCA_000980835.1
4902,T03923,ccj,Corynebacterium camporealensis,GCA_000980815.1
4903,T03941,cmv,Corynebacterium mustelae,GCA_001020985.1
4904,T03955,cei,Corynebacterium epidermidicanis,GCA_001021025.1
4905,T03956,cted,Corynebacterium testudinoris,GCA_001021045.1
4906,T03957,cut,Corynebacterium uterequi,GCA_001021065.1
4907,T04042,clw,Corynebacterium lactis,GCA_001274895.1
4908,T04068,cdx,Corynebacterium deserti,GCA_001277995.1
4909,T04316,csp,Corynebacterium simulans,GCA_001586215.1
4910,T04724,csta,Corynebacterium stationis,GCA_001941345.1
4911,T04829,ccjz,Corynebacterium crudilactis,GCA_001643015.1
4912,T04872,cfk,Corynebacterium frankenforstense,GCA_001941485.1
4913,T05007,cpho,Corynebacterium phocae,GCA_001941565.1
4914,T05018,cfc,Corynebacterium flavescens,GCA_001941465.1
4915,T05058,cgv,Corynebacterium glaucum,GCA_002287505.1
4916,T05059,cstr,Corynebacterium striatum,GCA_002156805.1
4917,T05112,caqu,Corynebacterium aquilae,GCA_001941445.1
4918,T05122,csph,Corynebacterium sphenisci,GCA_001941505.1
4919,T05164,camg,Corynebacterium ammoniagenes,GCA_001941425.1
4920,T05574,cmin,Corynebacterium minutissimum,GCA_900478045.1
4921,T05936,cpeg,Corynebacterium pelargi,GCA_004114895.1
4922,T06491,cxe,Corynebacterium xerosis,GCA_009730475.1
4923,T06552,cee,Corynebacterium endometrii,GCA_004795735.1
4924,T06569,csan,Corynebacterium sanguinis,GCA_007641235.1
4925,T06788,cgk,Corynebacterium geronticis,GCA_003813985.1
4926,T06840,crf,Corynebacterium rouxii,GCA_902702935.1
4927,T06893,crl,Corynebacterium renale,GCA_900478035.1
4928,T06925,ccho,Corynebacterium choanae,GCA_003813965.1
4929,T06939,cpre,Corynebacterium provencense,GCA_003209395.1
4930,T07012,cpso,Corynebacterium pseudopelargi,GCA_003814005.1
4931,T07007,csur,Corynebacterium suranareeae,GCA_002355155.1
4932,T07131,ccys,Corynebacterium cystitidis,GCA_900187295.1
4933,T07153,cmat,Corynebacterium matruchotii,GCA_011612265.2
4934,T07188,cyz,Corynebacterium yudongzhengii,GCA_003065405.1
4935,T07267,ckf,Corynebacterium kefirresidentii,GCA_016599755.1
4936,T07289,cans,Corynebacterium anserum,GCA_014262665.1
4937,T07317,clia,Corynebacterium liangguodongii,GCA_003070865.1
4938,T07335,cprp,Corynebacterium propinquum,GCA_016728665.1
4939,T07354,camc,Corynebacterium amycolatum,GCA_016728725.1
4940,T07375,cglu,Corynebacterium glucuronolyticum,GCA_016889225.1
4941,T07467,cuo,Corynebacterium urogenitale,GCA_009026825.1
4942,T07490,cliz,Corynebacterium lizhenjunii,GCA_011038655.2
4943,T07501,csil,Corynebacterium silvaticum,GCA_002162115.1
4944,T07593,ctub,Corynebacterium tuberculostearicum,GCA_016728365.1
4945,T07743,cluj,Corynebacterium lujinxingii,GCA_014490555.1
4946,T07764,cqn,Corynebacterium qintianiae,GCA_011038645.2
4947,T07849,ckw,Corynebacterium kalinowskii,GCA_009734385.1
4948,T07879,ccoe,Corynebacterium comes,GCA_009734405.1
4949,T07880,cok,Corynebacterium occultum,GCA_009734425.1
4950,T04445,bfv,Brevibacterium flavum,GCA_001683055.1
4951,T00207,nfa,Nocardia farcinica IFM 10152,GCA_000009805.1
4952,T04524,nfr,Nocardia farcinica NCTC11134,GCA_001182745.2
4953,T01756,ncy,Nocardia cyriacigeorgica,GCA_000284035.1
4954,T02270,nbr,Nocardia brasiliensis,GCA_000250675.3
4955,T03032,nno,Nocardia nova,GCA_000523235.1
4956,T04582,nsl,Nocardia mangyaensis,GCA_001886715.1
4957,T04599,nsr,Nocardia seriolae,GCA_001865855.1
4958,T05168,ntp,Nocardia terpenica,GCA_002568625.1
4959,T06040,noz,Nocardia sp. CS682,GCA_004634405.1
4960,T06114,nod,Nocardia otitidiscaviarum,GCA_007362295.1
4961,T06735,nah,Nocardia arthritidis,GCA_011801145.1
4962,T06742,nad,Nocardia asteroides,GCA_900637185.1
4963,T07034,nwl,Nocardia wallacei,GCA_014466955.1
4964,T07470,nie,Nocardia iowensis,GCA_019222765.1
4965,T07484,ntc,Nocardia tengchongensis,GCA_018362975.1
4966,T07784,nhu,Nocardia huaxiensis,GCA_013744875.1
4967,T00382,rha,Rhodococcus jostii,GCA_000014565.1
4968,T00881,rer,Rhodococcus erythropolis PR4,GCA_000010105.1
4969,T02806,rey,Rhodococcus erythropolis CCM2595,GCA_000454045.1
4970,T03842,reb,Rhodococcus erythropolis BG43,GCA_000975175.1
4971,T05315,rqi,Rhodococcus qingshengii,GCA_002893965.1
4972,T00882,rop,Rhodococcus opacus B4,GCA_000010805.1
4973,T03071,roa,Rhodococcus opacus PD630,GCA_000599545.1
4974,T01352,req,Rhodococcus hoagii,GCA_000196695.1
4975,T02974,rpy,Rhodococcus pyridinivorans SB3094,GCA_000511305.1
4976,T05830,rby,Rhodococcus pyridinivorans TG9,GCA_003288095.1
4977,T03776,rhb,Rhodococcus sp. B7740,GCA_000954115.1
4978,T03876,rav,Rhodococcus aetherivorans,GCA_000982715.1
4979,T04328,rfa,Rhodococcus fascians D188,GCA_001620305.1
4980,T05030,rhs,Rhodococcus fascians PBTS 2,GCA_001620005.1
4981,T04814,rhw,Rhodococcus sp. WMMA185,GCA_001767395.1
4982,T05142,rrz,Rhodococcus ruber,GCA_002741725.1
4983,T05182,rhu,Rhodococcus sp. PBTS 1,GCA_001620025.1
4984,T05434,rhq,Rhodococcus sp. p52,GCA_000763325.2
4985,T05462,rhod,Rhodococcus sp. 008,GCA_001682295.1
4986,T05521,rrt,Rhodococcus rhodochrous,GCA_900187265.1
4987,T06666,rcr,Rhodococcus coprophilus,GCA_900478115.1
4988,T06846,rtm,Rhodococcus triatomae,GCA_014217785.1
4989,T07497,rko,Rhodococcus koreensis,GCA_017068375.1
4990,T07544,rgo,Rhodococcus globerulus,GCA_019334125.1
4991,T01102,gbr,Gordonia bronchialis,GCA_000024785.1
4992,T01719,gpo,Gordonia polyisoprenivorans,GCA_000247715.1
4993,T02216,gor,Gordonia sp. KTR9,GCA_000143885.2
4994,T04097,goq,Gordonia phthalatica,GCA_001305675.1
4995,T04440,gta,Gordonia terrae,GCA_001698225.1
4996,T05256,goc,Gordonia sp. YC-JH1,GCA_002848445.1
4997,T05370,git,Gordonia iterans,GCA_002993285.1
4998,T05629,gru,Gordonia rubripertincta,GCA_003568625.1
4999,T05722,gom,Gordonia insulae,GCA_003855095.1
5000,T05876,gav,Gordonia alkanivorans,GCA_004011905.1
5001,T06305,god,Gordonia sp. 135,GCA_009720185.1
5002,T07320,gam,Gordonia amarae,GCA_009914515.1
5003,T07482,gpd,Gordonia pseudoamarae,GCA_009914535.1
5004,T07538,gji,Gordonia jinghuaiqii,GCA_014041935.1
5005,T07358,spin,Skermania piniformis,GCA_019285775.1
5006,T01228,tpr,Tsukamurella paurometabola,GCA_000092225.1
5007,T05267,tsm,Tsukamurella tyrosinosolvens,GCA_002869785.1
5008,T01238,srt,Segniliparus rotundus,GCA_000092825.1
5009,T04608,dtm,Dietzia timorensis,GCA_001659785.1
5010,T05390,dit,Dietzia sp. oral taxon 368,GCA_002999155.1
5011,T05397,diz,Dietzia sp. JS16-p6b,GCA_003052165.1
5012,T05437,dpc,Dietzia psychralcaliphila,GCA_003096095.1
5013,T05442,dlu,Dietzia lutea,GCA_003096075.1
5014,T04080,cbq,Lawsonella clevelandensis,GCA_001281505.1
5015,T06118,toy,Tomitella fengzijianii,GCA_007559025.1
5016,T00085,sco,Streptomyces coelicolor,GCF_000203835.1
5017,T02545,salb,Streptomyces albidoflavus,GCA_000359525.1
5018,T00126,sma,Streptomyces avermitilis,GCA_000009765.2
5019,T00691,sgr,Streptomyces griseus,GCA_000010605.1
5020,T04209,sgb,Streptomyces globisporus,GCA_000261345.2
5021,T01187,scb,Streptomyces scabiei,GCA_000091305.1
5022,T01601,ssx,Streptomyces sp. SirexAA-E,GCA_000177195.2
5023,T01602,svl,Streptomyces violaceusniger,GCA_000147815.3
5024,T02063,shy,Streptomyces hygroscopicus subsp. jinggangensis 5008,GCA_000245355.1
5025,T02531,sho,Streptomyces hygroscopicus subsp. jinggangensis TL01,GCA_000340845.1
5026,T02907,src,Streptomyces rapamycinicus,GCA_000418455.1
5027,T05189,smal,Streptomyces malaysiensis,GCA_002591335.1
5028,T07406,ssoi,Streptomyces solisilvae,GCA_015689475.1
5029,T01646,sct,Streptomyces cattleya NRRL 8057 = DSM 46488,GCA_000237305.1
5030,T02095,scy,Streptomyces cattleya NRRL 8057 = DSM 46488,GCA_000240165.1
5031,T01647,sfa,Streptomyces pratensis,GCA_000176115.2
5032,T01678,sbh,Streptomyces bingchenggensis,GCA_000092385.1
5033,T02274,sve,Streptomyces venezuelae,GCA_000253235.1
5034,T02518,sdv,Streptomyces davaonensis,GCA_000349325.1
5035,T03823,sals,Streptomyces albus DSM 41398,GCA_000827005.1
5036,T02619,strp,Streptomyces sp. PAMC 26508,GCA_000364805.1
5037,T02650,sfi,Streptomyces fulvissimus,GCA_000385945.1
5038,T02787,sci,Streptomyces collinus,GCA_000444875.1
5039,T03082,salu,Streptomyces albulus NK660,GCA_000695235.1
5040,T03896,sall,Streptomyces albulus ZPM,GCA_000963515.1
5041,T03222,slv,Streptomyces lividans,GCA_000739105.1
5042,T03327,sgu,Streptomyces glaucescens,GCA_000761215.1
5043,T03586,svt,Streptomyces vietnamensis,GCA_000830005.1
5044,T03587,stre,Streptomyces sp. 769,GCA_000816025.1
5045,T03687,scw,Streptomyces cyaneogriseus,GCA_000931445.1
5046,T03756,sld,Streptomyces lydicus A02,GCA_000952035.2
5047,T04699,slc,Streptomyces lydicus 103,GCA_001729485.1
5048,T03904,sxi,Streptomyces xiamenensis,GCA_000993785.3
5049,T03958,strm,Streptomyces sp. Mg1,GCA_000412265.2
5050,T03968,strc,Streptomyces sp. CNQ-509,GCA_001011035.1
5051,T04055,samb,Streptomyces ambofaciens,GCA_001267885.1
5052,T04073,spri,Streptomyces pristinaespiralis,GCA_001278075.1
5053,T04074,scz,Streptomyces sp. CFMR 7,GCA_001278095.1
5054,T04240,scx,Streptomyces sp. CdTB01,GCA_001484565.1
5055,T04246,srw,Streptomyces reticuli,GCA_001511815.1
5056,T04265,strf,Streptomyces sp. 4F,GCA_001484705.1
5057,T04414,sle,Streptomyces leeuwenhoekii,GCA_001013905.1
5058,T04616,srn,Streptomyces rubrolavendulae,GCA_001750785.1
5059,T04685,spav,Streptomyces parvulus,GCA_001660045.1
5060,T04706,strt,Streptomyces sp. SAT1,GCA_001654495.1
5061,T04717,sclf,Streptomyces clavuligerus,GCA_001693675.1
5062,T04729,sgs,Streptomyces griseochromogenes,GCA_001542625.2
5063,T04777,stsi,Streptomyces qaidamensis,GCA_001611795.1
5064,T06436,sky,Streptomyces koyangensis,GCA_003428925.1
5065,T06908,salw,Streptomyces alboniger,GCA_008704395.1
5066,T07085,sgm,Streptomyces glomeroaurantiacus,GCA_014701115.1
5067,T07301,scad,Streptomyces cadmiisoli,GCA_003261055.1
5068,T04801,sls,Streptomyces lincolnensis,GCA_001685355.1
5069,T04806,snr,Streptomyces noursei,GCA_001704275.1
5070,T04845,splu,Streptomyces pluripotens,GCA_000802245.2
5071,T04862,strd,Streptomyces sp. CCM_MD2014,GCA_000772045.1
5072,T04887,snw,Streptomyces niveus,GCA_002009175.1
5073,T04980,sauo,Streptomyces autolyticus,GCA_001983975.1
5074,T05110,ssia,Streptomyces alfalfae,GCA_001975025.1
5075,T05124,svu,Streptomyces violaceoruber,GCA_002082175.1
5076,T05140,spun,Streptomyces fodineus,GCA_001735805.1
5077,T05165,sgv,Streptomyces gilvosporeus,GCA_002082195.1
5078,T05205,slau,Streptomyces laurentii,GCA_002355495.1
5079,T05221,salf,Streptomyces alboflavus,GCA_002189675.2
5080,T05230,salj,Streptomyces albireticuli,GCA_002192455.1
5081,T05314,slx,Streptomyces lavendulae subsp. lavendulae,GCA_002803845.1
5082,T05374,stro,Streptomyces sp. MOE7,GCA_002090335.1
5083,T05416,sfk,Streptomyces formicae,GCA_002556545.1
5084,T05839,snz,Streptomyces nigra,GCA_003074055.1
5085,T06099,sge,Streptomyces griseorubiginosus,GCA_003595235.1
5086,T06265,srj,Streptomyces rochei,GCA_008064995.1
5087,T06347,slk,Streptomyces lunaelactis,GCA_003054555.1
5088,T06611,sdx,Streptomyces dengpaensis,GCA_002946835.1
5089,T06660,sgd,Streptomyces griseoviridis,GCA_003994395.1
5090,T06686,sqz,Streptomyces qinzhouensis,GCA_007856155.1
5091,T06811,scya,Streptomyces cyaneochromogenes,GCA_003963535.1
5092,T06819,sast,Streptomyces calvus,GCA_006716135.1
5093,T06839,snq,Streptomyces nodosus,GCA_008704995.1
5094,T06843,stir,Streptomyces tirandamycinicus,GCA_003097515.1
5095,T06849,ska,Streptomyces kanamyceticus,GCA_008704495.1
5096,T06864,sgz,Streptomyces globosus,GCA_003325375.1
5097,T06865,svn,Streptomyces vinaceus,GCA_008704935.1
5098,T06889,snk,Streptomyces nitrosporeus,GCA_008704555.1
5099,T06917,shaw,Streptomyces hawaiiensis,GCA_004803895.1
5100,T06927,srk,Streptomyces rectiverticillatus,GCA_013394065.1
5101,T06929,sfic,Streptomyces ficellus,GCA_009739905.1
5102,T06932,sgal,Streptomyces galilaeus,GCA_008704575.1
5103,T06937,sspo,Streptomyces spongiicola,GCA_003122365.1
5104,T06960,svr,Streptomyces viridifaciens,GCA_008704475.1
5105,T06964,spad,Streptomyces paludis,GCA_003344965.1
5106,T06986,sfy,Streptomyces fagopyri,GCA_009498275.1
5107,T07011,saqu,Streptomyces aquilus,GCA_003955715.1
5108,T07010,sgf,Streptomyces griseofuscus,GCA_014673495.1
5109,T07023,scav,Streptomyces cavourensis,GCA_002804165.1
5110,T07029,sseo,Streptomyces seoulensis,GCA_004328625.1
5111,T07050,sby,Streptomyces buecherae,GCA_014295035.1
5112,T07052,srim,Streptomyces rimosus,GCA_008704655.1
5113,T07087,ssub,Streptomyces subrutilus,GCA_008704535.1
5114,T07107,sphv,Streptomyces phaeolivaceus,GCA_009184865.1
5115,T07115,scin,Streptomyces cinereoruber,GCA_009299385.1
5116,T07133,sfug,Streptomyces fungicidicus,GCA_003665435.1
5117,T07142,spac,Streptomyces pactum,GCA_002005225.1
5118,T07155,stsu,Streptomyces tsukubensis,GCA_003932715.1
5119,T07157,scha,Streptomyces chartreusis,GCA_008704715.1
5120,T07252,sgx,Streptomyces gardneri,GCA_015710995.1
5121,T07302,scoe,Streptomyces coeruleorubidus,GCA_008705135.1
5122,T07305,sbat,Streptomyces bathyalis,GCA_015910445.1
5123,T07323,sspb,Streptomyces spectabilis,GCA_008704795.1
5124,T07326,snf,Streptomyces nojiriensis,GCA_017639205.1
5125,T07341,spla,Streptomyces platensis,GCA_008704855.1
5126,T07359,sbro,Streptomyces broussonetiae,GCA_009796285.1
5127,T07360,stui,Streptomyces tuirus,GCA_014701095.1
5128,T07374,sata,Streptomyces atratus,GCA_003330865.1
5129,T07378,schf,Streptomyces chromofuscus,GCA_015160875.1
5130,T07388,shun,Streptomyces hundungensis,GCA_003627815.1
5131,T07389,shar,Streptomyces harbinensis,GCA_013364095.1
5132,T07416,scyg,Streptomyces cyanogenus,GCA_017526105.1
5133,T07428,sfeu,Streptomyces ferrugineus,GCA_015160855.1
5134,T07519,slia,Streptomyces liangshanensis,GCA_011694815.1
5135,T07553,sdw,Streptomyces decoyicus,GCA_019880305.1
5136,T07568,svd,Streptomyces viridosporus,GCA_008704515.1
5137,T07611,scal,Streptomyces californicus,GCA_016906185.1
5138,T07630,sauh,Streptomyces auratus,GCA_000280865.2
5139,T07648,sfb,Streptomyces fradiae,GCA_008704425.1
5140,T07674,smob,Streptomyces mobaraensis,GCA_017916255.1
5141,T07676,spra,Streptomyces prasinus,GCA_008704445.1
5142,T07792,speu,Streptomyces peucetius subsp. caesius,GCA_002777535.1
5143,T07860,sroi,Streptomyces roseirectus,GCA_014489635.1
5144,T07861,sxn,Streptomyces xanthii,GCA_014621695.1
5145,T01648,ksk,Kitasatospora setae,GCA_000269985.1
5146,T05009,kab,Kitasatospora albolonga,GCA_002082585.1
5147,T05021,kau,Kitasatospora aureofaciens,GCA_002082605.1
5148,T05366,kit,Kitasatospora sp. MMS16-BH015,GCA_002943525.1
5149,T05561,stri,Streptacidiphilus bronchialis,GCA_003258605.2
5150,T07749,yia,Yinghuangia sp. ASG 101,GCA_021165735.1
5151,T00116,twh,Tropheryma whipplei Twist,GCA_000007485.1
5152,T00117,tws,Tropheryma whipplei TW08/27,GCA_000196075.1
5153,T06254,lxl,Luteimicrobium xylanilyticum,GCA_009429125.1
5154,T07613,psic,Pengzhenrongella sicca,GCA_017569225.1
5155,T00190,lxx,Leifsonia xyli subsp. xyli CTCB07,GCA_000007665.1
5156,T02852,lxy,Leifsonia xyli subsp. cynodontis DSM 46306,GCA_000470775.1
5157,T06547,leif,Leifsonia sp. PS1209,GCA_012317045.1
5158,T06806,lse,Leifsonia shinshuensis,GCA_014217625.1
5159,T00529,cmi,Clavibacter michiganensis subsp. michiganensis,GCA_000063485.1
5160,T00678,cms,Clavibacter michiganensis subsp. sepedonicus,GCA_000069225.1
5161,T02530,cmc,Clavibacter michiganensis subsp. nebraskensis,GCA_000355695.1
5162,T03862,cmh,Clavibacter michiganensis subsp. insidiosus,GCA_000958465.1
5163,T05227,ccap,Clavibacter michiganensis subsp. capsici,GCA_001280205.1
5164,T07408,czh,Clavibacter zhangzhiyongii,GCA_014775655.1
5165,T01423,mts,Microbacterium testaceum,GCA_000202635.1
5166,T04046,mim,Microbacterium sp. CGR1,GCA_001266755.1
5167,T04102,mio,Microbacterium sp. No. 7,GCA_001314225.1
5168,T04243,mix,Microbacterium sp. XT11,GCA_001513675.1
5169,T04312,mip,Microbacterium sp. PAMC 28756,GCA_001558975.1
5170,T04340,mcw,Microbacterium chocolatum,GCA_001652465.1
5171,T04601,mpal,Microbacterium paludicola,GCA_001887285.1
5172,T04827,mih,Microbacterium sp. BH-3-3-3,GCA_001792815.1
5173,T04912,micr,Microbacterium sp. 1.5R,GCA_001889265.1
5174,T04977,maur,Microbacterium aurum,GCA_001974985.1
5175,T05238,mhos,Microbacterium hominis,GCA_002843965.1
5176,T05657,mfol,Microbacterium foliorum,GCA_003367705.1
5177,T05832,moo,Microbacterium oleivorans,GCA_001975955.2
5178,T06301,mlv,Microbacterium lemovicicum,GCA_003991875.1
5179,T06490,mwa,Microbacterium wangchenii,GCA_004564355.1
5180,T06575,mprt,Microbacterium protaetiae,GCA_004135285.1
5181,T06576,msed,Microbacterium sediminis,GCA_004564075.1
5182,T06672,moy,Microbacterium oxydans,GCA_003991855.1
5183,T07058,msf,Microbacterium schleiferi,GCA_015565955.1
5184,T07216,mcaw,Microbacterium caowuchunii,GCA_008727755.1
5185,T07230,mlz,Microbacterium lushaniae,GCA_008727775.1
5186,T07557,mchn,Microbacterium chengjingii,GCA_011751765.2
5187,T03203,rla,Rhodoluna lacicola,GCA_000699505.1
5188,T04564,rpla,Candidatus Rhodoluna planktonica,GCA_001854225.1
5189,T06624,aqg,Aquiluna borgnonia,GCA_013283855.1
5190,T03670,rtx,Rathayibacter toxicus 70137,GCA_000875675.1
5191,T04269,rtc,Rathayibacter toxicus WAC3373,GCA_001465855.1
5192,T04388,rtn,Rathayibacter tritici,GCA_001641005.1
5193,T05845,rry,Rathayibacter rathayi,GCA_004011095.1
5194,T05878,ria,Rathayibacter iranicus,GCA_004011115.1
5195,T06173,rfs,Rathayibacter festucae,GCA_004011135.1
5196,T06377,rte,Rathayibacter tanaceti,GCA_009834165.1
5197,T04180,cum,Curtobacterium sp. MR_MD2014,GCA_000772085.1
5198,T04562,cub,Curtobacterium sp. BH-2-1-1,GCA_001806325.1
5199,T05978,cug,Curtobacterium sp. SGAir0471,GCA_005490985.1
5200,T06246,cqf,Curtobacterium flaccumfaciens,GCA_009363215.1
5201,T04252,mvd,Microterricola viridarii,GCA_001542775.1
5202,T04281,frp,Frondihabitans sp. PAMC 28766,GCA_001577365.1
5203,T04413,agy,Agromyces aureus,GCA_001660485.1
5204,T05411,agm,Agromyces badenianii,GCA_003070885.1
5205,T05835,agf,Agromyces protaetiae,GCA_004135405.1
5206,T04435,cart,Cryobacterium arcticum,GCA_001679725.1
5207,T04908,cry,Cryobacterium sp. LW097,GCA_002205495.2
5208,T04797,cphy,Cnuibacter physcomitrellae,GCA_002096055.1
5209,T05175,amin,Aurantimicrobium minutum,GCA_002355535.1
5210,T05480,aum,Aurantimicrobium photophilum,GCA_003194085.1
5211,T05539,auw,Aurantimicrobium sp. MWH-Uga1,GCA_003325955.1
5212,T05334,psai,Pontimonas salivibrio,GCA_002950575.1
5213,T05359,malk,Microcella alkaliphila,GCA_002355395.1
5214,T05409,myl,Mycetocola zhujimingii,GCA_003065425.1
5215,T05414,salc,Salinibacterium hongtaonis,GCA_003065485.1
5216,T05816,sala,Salinibacterium sp. UTAS2018,GCA_004118935.1
5217,T06151,sald,Salinibacterium sp. dk2585,GCA_008001035.1
5218,T05558,hum,Humibacter sp. BT305,GCA_003347035.1
5219,T06119,huw,Humibacter sp. WJ7-1,GCA_007859675.1
5220,T05660,gry,Gryllotalpicola protaetiae,GCA_003627055.1
5221,T05661,lyd,Protaetiibacter intestinalis,GCA_003627075.1
5222,T06178,lyk,Protaetiibacter larvae,GCA_008365275.1
5223,T05731,plap,Plantibacter sp. PA-3-X8,GCA_003856975.1
5224,T05802,leu,Leucobacter muris,GCA_004028235.1
5225,T05843,ltr,Leucobacter triazinivorans,GCA_004208635.1
5226,T06501,leb,Leucobacter coleopterorum,GCA_011382985.1
5227,T06817,ldn,Leucobacter denitrificans,GCA_014396385.1
5228,T07181,lvi,Leucobacter viscericola,GCA_011299575.1
5229,T07184,lins,Leucobacter insecticola,GCA_011382965.1
5230,T05973,agg,Agrococcus sp. SGAir0287,GCA_005484985.1
5231,T06401,mant,Marisediminicola antarctica,GCA_009930795.1
5232,T06594,hea,Herbiconiux sp. SALV-R1,GCA_013113715.1
5233,T06748,frn,Frigoribacterium sp. NBH87,GCA_014217665.1
5234,T06751,gln,Glaciihabitans sp. INWT7,GCA_014217685.1
5235,T06824,chre,Chryseoglobus sp. 28M-23,GCA_014789785.1
5236,T07018,agx,Agreia sp. COWG,GCA_904528075.1
5237,T07261,subt,Subtercola sp. PAMC28395,GCA_018889995.1
5238,T07344,psev,Pseudoclavibacter sp. 125703-2019,GCA_910822395.1
5239,T00421,art,Arthrobacter sp. FB24,GCA_000196235.1
5240,T02215,arr,Arthrobacter sp. Rue61a,GCA_000294695.2
5241,T03487,arm,Arthrobacter sp. PAMC 25486,GCA_000785535.1
5242,T04078,arl,Arthrobacter sp. LS16,GCA_001281115.1
5243,T04085,are,Arthrobacter sp. ERGS1:01,GCA_001281315.1
5244,T04095,aaq,Arthrobacter alpinus R3.8,GCA_001294625.1
5245,T04228,arw,Arthrobacter alpinus A3,GCA_000755585.2
5246,T04181,arh,Arthrobacter sp. Hiyo8,GCA_001549895.1
5247,T04187,ary,Arthrobacter sp. YC-RL1,GCA_001454985.1
5248,T04477,arz,Arthrobacter sp. ATCC 21022,GCA_001542565.1
5249,T05053,aru,Arthrobacter sp. U41,GCA_001750145.1
